event-id,visible,timestamp,location-long,location-lat,location-error-numerical,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
40248660599,true,2023-05-16 21:01:05.000,-82.8066860000032,34.6384279999984,41.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660600,true,2023-05-16 23:01:00.000,-82.8067280000032,34.6384819999984,35.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660601,true,2023-05-17 00:00:36.000,-82.8068140000032,34.6384709999983,9.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660602,true,2023-05-17 01:00:54.000,-82.8066860000032,34.6385029999983,35.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660603,true,2023-05-17 02:02:30.000,-82.8035100000032,34.6387069999984,46.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660604,true,2023-05-17 06:02:05.000,-82.7986930000032,34.6388999999984,35.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660605,true,2023-05-17 07:01:41.000,-82.7985320000031,34.6391359999984,40.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660606,true,2023-05-17 09:01:50.000,-82.8010310000032,34.6407349999984,17.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660607,true,2023-05-17 13:02:27.000,-82.8058270000032,34.6384919999983,43.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660608,true,2023-05-17 14:01:06.000,-82.8067390000032,34.6384169999984,39.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660609,true,2023-05-17 17:00:50.000,-82.8067820000032,34.6384919999983,13.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660610,true,2023-05-17 18:01:04.000,-82.8068140000032,34.6385029999984,39.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660611,true,2023-05-17 19:01:00.000,-82.8067500000032,34.6384709999984,38.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660612,true,2023-05-18 02:00:54.000,-82.8061280000032,34.6385249999984,34.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660613,true,2023-05-18 11:01:35.000,-82.8035420000032,34.6408419999983,33.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660614,true,2023-05-18 14:00:55.000,-82.8059240000032,34.6396299999984,18.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660615,true,2023-05-18 16:01:00.000,-82.8059130000032,34.6396729999983,30.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660616,true,2023-05-18 18:00:50.000,-82.8058380000032,34.6397159999983,34.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660617,true,2023-05-18 19:00:44.000,-82.8059450000032,34.6396509999983,9.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660618,true,2023-05-19 01:01:55.000,-82.8076080000032,34.6394149999983,23.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660619,true,2023-05-19 08:02:07.000,-82.7988860000031,34.6389749999984,23.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660620,true,2023-05-19 11:01:06.000,-82.8059770000032,34.6386749999984,41.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660621,true,2023-05-19 13:01:55.000,-82.8059560000032,34.6385889999983,34.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660622,true,2023-05-19 15:01:30.000,-82.8060420000032,34.6385349999984,43.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660623,true,2023-05-19 16:00:55.000,-82.8054840000032,34.6380849999984,23.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660624,true,2023-05-19 19:02:36.000,-82.8055160000032,34.6381169999984,17.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660625,true,2023-05-19 21:00:49.000,-82.8055270000032,34.6381809999984,9.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660626,true,2023-05-19 22:00:38.000,-82.8055380000032,34.6381279999984,9.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660627,true,2023-05-19 23:00:51.000,-82.8054090000032,34.6380529999984,24.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660628,true,2023-05-20 00:00:51.000,-82.8055380000032,34.6381059999984,25.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660629,true,2023-05-20 04:01:39.000,-82.8035630000032,34.6399949999984,15.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660630,true,2023-05-20 10:02:00.000,-82.8005810000032,34.6408959999984,44.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660631,true,2023-05-20 11:01:25.000,-82.8053550000032,34.6395219999984,41.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660632,true,2023-05-20 13:00:50.000,-82.8058170000032,34.6389429999984,44.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660633,true,2023-05-20 14:00:52.000,-82.8060100000032,34.6385779999984,24.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660634,true,2023-05-20 16:00:50.000,-82.8052480000032,34.6378589999984,43.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660635,true,2023-05-20 17:01:02.000,-82.8057520000032,34.6376559999984,16.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660636,true,2023-05-20 20:00:42.000,-82.8057630000032,34.6378379999983,9.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660637,true,2023-05-21 00:01:07.000,-82.8072330000032,34.6381059999983,26.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660638,true,2023-05-21 01:02:06.000,-82.8080800000032,34.6344799999983,31.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660639,true,2023-05-21 04:02:37.000,-82.8076080000032,34.6359499999983,37.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660640,true,2023-05-21 05:01:02.000,-82.8078760000032,34.6342869999984,23.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660641,true,2023-05-21 06:01:42.000,-82.8069540000032,34.6338579999983,29.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660642,true,2023-05-21 08:01:37.000,-82.8066960000032,34.6399299999984,19.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660643,true,2023-05-21 10:03:01.000,-82.8074800000032,34.6392429999984,28.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660644,true,2023-05-21 13:02:50.000,-82.8058380000032,34.6382029999983,43.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660645,true,2023-05-21 14:00:49.000,-82.8059990000032,34.6386319999984,9.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660646,true,2023-05-21 19:01:56.000,-82.8064170000032,34.6386319999983,41.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660647,true,2023-05-21 21:00:50.000,-82.8069220000032,34.6384599999983,23.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660648,true,2023-05-21 22:00:51.000,-82.8066430000032,34.6382889999984,15.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660649,true,2023-05-21 23:00:50.000,-82.8068460000032,34.6385779999983,37.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660650,true,2023-05-22 01:01:05.000,-82.8055700000032,34.6382779999983,30.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660651,true,2023-05-22 07:02:31.000,-82.7976730000031,34.6389109999984,49.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660652,true,2023-05-22 10:01:32.000,-82.8020720000032,34.6401879999983,26.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660653,true,2023-05-22 11:02:02.000,-82.8055270000032,34.6384169999983,35.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660654,true,2023-07-28 05:01:37.000,-82.8075220000032,34.6228499999984,49.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660655,true,2023-07-28 06:00:55.000,-82.8078870000032,34.6222279999983,37.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660656,true,2023-07-28 07:01:24.000,-82.8078760000032,34.6223779999984,32.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660657,true,2023-07-28 17:03:00.000,-82.7983810000032,34.6351129999984,36.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660658,true,2023-07-29 05:00:49.000,-82.7980920000032,34.6349519999984,9.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660659,true,2023-07-29 07:00:45.000,-82.7980600000031,34.6349949999984,9.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660660,true,2023-07-29 08:00:52.000,-82.7980380000031,34.6349729999984,17.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660661,true,2023-07-29 12:00:51.000,-82.7974800000031,34.6360889999984,10.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660662,true,2023-07-29 13:00:51.000,-82.7973840000031,34.6360999999984,23.5,"gps","Sus scrofa","737839","F16","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660663,true,2023-04-17 14:00:55.000,-82.8062130000032,34.6393719999984,26.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660664,true,2023-04-17 17:01:36.000,-82.8067930000032,34.6377089999983,22.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660665,true,2023-04-17 18:00:50.000,-82.8067070000032,34.6378169999983,18.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660666,true,2023-04-17 19:01:30.000,-82.8066750000032,34.6378489999984,21.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660667,true,2023-04-17 20:00:50.000,-82.8067610000032,34.6378379999983,14.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660668,true,2023-04-17 21:00:51.000,-82.8063420000032,34.6375379999984,14.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660669,true,2023-04-17 22:02:36.000,-82.8065140000032,34.6382669999983,18.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660670,true,2023-04-17 23:00:45.000,-82.8064600000032,34.6382559999984,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660671,true,2023-04-18 00:00:54.000,-82.8064500000032,34.6382459999984,26.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660672,true,2023-04-18 01:00:50.000,-82.8064390000032,34.6382669999983,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660673,true,2023-04-18 06:01:06.000,-82.8065030000032,34.6382139999984,18.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660674,true,2023-04-18 07:01:25.000,-82.8064600000032,34.6382239999984,12.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660675,true,2023-04-18 09:01:36.000,-82.8046040000032,34.6373869999984,14.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660676,true,2023-04-18 12:00:38.000,-82.8069860000032,34.6376129999984,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660677,true,2023-04-18 13:00:50.000,-82.8071580000032,34.6374949999983,23.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660678,true,2023-04-18 14:00:51.000,-82.8071900000032,34.6375379999984,17.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660679,true,2023-04-18 15:00:51.000,-82.8072430000032,34.6373019999983,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660680,true,2023-04-18 16:00:40.000,-82.8072860000032,34.6372259999983,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660681,true,2023-04-18 17:01:28.000,-82.8069540000032,34.6374619999983,22.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660682,true,2023-04-18 18:00:50.000,-82.8070830000032,34.6374089999983,15.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660683,true,2023-04-18 19:00:42.000,-82.8068790000032,34.6374089999984,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660684,true,2023-04-18 20:00:47.000,-82.8063850000032,34.6375699999984,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660685,true,2023-04-18 21:00:43.000,-82.8064070000032,34.6376339999984,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660686,true,2023-04-18 22:00:51.000,-82.8063640000032,34.6375589999984,11.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660687,true,2023-04-18 23:00:51.000,-82.8062990000032,34.6377199999983,15.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660688,true,2023-04-19 00:01:05.000,-82.8059130000032,34.6374199999984,23.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660689,true,2023-04-19 01:01:35.000,-82.8063100000032,34.6378809999983,35.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660690,true,2023-04-19 02:01:06.000,-82.8059450000032,34.6380099999984,26.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660691,true,2023-04-19 03:00:37.000,-82.8059020000032,34.6379559999984,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660692,true,2023-04-19 04:00:37.000,-82.8058490000032,34.6380199999983,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660693,true,2023-04-19 05:00:39.000,-82.8059240000032,34.6379349999983,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660694,true,2023-04-19 06:00:35.000,-82.8068570000032,34.6399189999983,8.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660695,true,2023-04-19 07:00:50.000,-82.8080910000032,34.6394369999983,18.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660696,true,2023-04-19 10:00:51.000,-82.8059020000032,34.6379239999983,10.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660697,true,2023-04-19 11:00:44.000,-82.8058700000032,34.6379449999983,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660698,true,2023-04-19 12:00:46.000,-82.8057840000032,34.6380849999984,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660699,true,2023-04-19 13:00:50.000,-82.8059020000032,34.6379349999984,18.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660700,true,2023-04-19 14:01:25.000,-82.8049260000032,34.6377739999984,36.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660701,true,2023-04-19 15:00:38.000,-82.8063320000032,34.6375049999983,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660702,true,2023-04-19 16:00:50.000,-82.8062780000032,34.6376019999984,24.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660703,true,2023-04-19 17:00:50.000,-82.8063850000032,34.6375909999983,12.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660704,true,2023-04-19 18:01:06.000,-82.8073940000032,34.6387709999984,24.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660705,true,2023-04-19 19:00:50.000,-82.8061810000032,34.6383419999983,12.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660706,true,2023-04-19 21:00:37.000,-82.8059990000032,34.6380199999984,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660707,true,2023-04-19 22:00:44.000,-82.8059880000032,34.6380949999983,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660708,true,2023-04-19 23:00:51.000,-82.8060630000032,34.6380739999984,11.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660709,true,2023-04-20 01:00:38.000,-82.8045510000032,34.6379989999984,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660710,true,2023-04-20 02:01:12.000,-82.8074260000032,34.6377519999983,42.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660711,true,2023-04-20 03:00:54.000,-82.8072970000032,34.6375909999983,20.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660712,true,2023-04-20 04:00:41.000,-82.8073940000032,34.6376229999983,10.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660713,true,2023-04-20 05:00:51.000,-82.8074690000032,34.6374519999983,26.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660714,true,2023-04-20 06:00:50.000,-82.8074370000032,34.6376339999984,7.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660715,true,2023-04-20 07:01:01.000,-82.8073290000032,34.6376449999984,14.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660716,true,2023-04-20 08:00:40.000,-82.8087460000032,34.6355849999984,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660717,true,2023-04-20 09:00:37.000,-82.8051300000032,34.6361539999984,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660718,true,2023-04-20 10:00:51.000,-82.8034030000032,34.6384919999983,21.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660719,true,2023-04-20 11:02:11.000,-82.7989820000032,34.6396079999984,45.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660720,true,2023-04-20 12:00:38.000,-82.8038100000032,34.6390289999984,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660721,true,2023-04-20 13:00:41.000,-82.8064070000032,34.6376449999984,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660722,true,2023-04-20 14:00:39.000,-82.8063740000032,34.6376449999984,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660723,true,2023-04-20 15:00:39.000,-82.8063210000032,34.6376229999983,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660724,true,2023-04-20 16:01:24.000,-82.8063100000032,34.6376129999983,35.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660725,true,2023-04-20 17:00:37.000,-82.8062890000032,34.6376339999983,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660726,true,2023-04-20 18:01:00.000,-82.8072650000032,34.6387179999984,22.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660727,true,2023-04-20 19:01:24.000,-82.8075440000032,34.6383209999983,39.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660728,true,2023-04-20 20:00:42.000,-82.8066750000032,34.6375699999983,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660729,true,2023-04-20 21:00:36.000,-82.8065460000032,34.6376019999983,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660730,true,2023-04-20 22:00:40.000,-82.8065780000032,34.6376989999984,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660731,true,2023-04-20 23:00:50.000,-82.8065680000032,34.6375909999984,14.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660732,true,2023-04-21 00:00:39.000,-82.8065680000032,34.6375909999984,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660733,true,2023-04-21 01:00:39.000,-82.8063420000032,34.6376879999984,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660734,true,2023-04-21 03:00:39.000,-82.8062780000032,34.6376659999984,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660735,true,2023-04-21 04:00:51.000,-82.8046580000032,34.6371619999984,24.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660736,true,2023-04-21 05:00:50.000,-82.8061170000032,34.6379769999984,18.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660737,true,2023-04-21 06:00:36.000,-82.8061380000032,34.6380199999983,8.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660738,true,2023-04-21 07:00:37.000,-82.8061380000032,34.6380309999983,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660739,true,2023-04-21 08:00:38.000,-82.8059130000032,34.6379769999984,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660740,true,2023-04-21 09:00:37.000,-82.8030270000032,34.6389219999984,8.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660741,true,2023-04-21 10:00:37.000,-82.8020190000032,34.6394899999983,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660742,true,2023-04-21 12:00:36.000,-82.8045290000032,34.6384709999984,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660743,true,2023-04-21 13:00:50.000,-82.8063420000032,34.6377199999984,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660744,true,2023-04-21 14:00:40.000,-82.8062670000032,34.6376879999984,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660745,true,2023-04-21 15:00:50.000,-82.8062890000032,34.6376449999984,14.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660746,true,2023-04-21 16:00:43.000,-82.8062890000032,34.6375379999983,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660747,true,2023-04-21 17:00:43.000,-82.8062890000032,34.6375049999983,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660748,true,2023-04-21 18:00:42.000,-82.8063320000032,34.6376019999984,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660749,true,2023-04-21 19:00:39.000,-82.8063640000032,34.6375699999983,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660750,true,2023-04-21 21:01:06.000,-82.8062350000032,34.6377949999984,35.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660751,true,2023-04-21 22:02:48.000,-82.8051300000032,34.6376449999983,29.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
40248660752,true,2023-04-21 23:00:38.000,-82.8050660000032,34.6384499999983,9.5,"gps","Sus scrofa","737838","F15","Wild pigs in Clemson Experimental Forest (South Carolina USA)"
